"Latitude","Longitude","FIPS_block","FIPS_county","FIPS_state","STname","API_status"
34.220901,-84.448948,"130570906021013","13057","13","GA","OK"
30.2642352,-90.936972,"220050302053009","22005","22","LA","OK"
30.2642352,-90.936972,"220050302053009","22005","22","LA","OK"
33.9388248,-118.3350632,"060376006021013","06037","06","CA","OK"
39.0106942,-77.0399779,"240317029002010","24031","24","MD","OK"
32.792224,-96.746819,"481130012021030","48113","48","TX","OK"
31.3407507,-110.9359148,"040239664024000","04023","04","AZ","OK"
30.857361,-81.699821,"130390102002158","13039","13","GA","OK"
30.857361,-81.699821,"130390102002158","13039","13","GA","OK"
29.693082,-91.1933512,"221010403002004","22101","22","LA","OK"
37.7341674,-82.1599967,"540599572003017","54059","54","WV","OK"
42.2545397,-89.1161711,"172010022002004","17201","17","IL","OK"
30.1095891,-92.1246394,"221139501002054","22113","22","LA","OK"
29.7283751,-95.3535818,"482013124003002","48201","48","TX","OK"
42.0866637,-70.9877569,"250235111002005","25023","25","MA","OK"
35.4736485,-97.5824088,"401091070021024","40109","40","OK","OK"
46.937806,-122.5152712,"530530730011003","53053","53","WA","OK"
61.561639,-149.267613,"021700011002021","02170","02","AK","OK"
34.2045441,-119.1737583,"061110032011013","06111","06","CA","OK"
34.2045441,-119.1737583,"061110032011013","06111","06","CA","OK"
38.6712418,-90.2254514,"295101102002003","29510","29","MO","OK"
39.1786975,-84.5625628,"390610085012000","39061","39","OH","OK"
34.6271479,-98.4767169,"400310004022005","40031","40","OK","OK"
36.05641,-84.256038,"470010210002050","47001","47","TN","OK"
33.917058,-117.450151,"060650316012005","06065","06","CA","OK"
32.4329591,-84.953449,"132150027001053","13215","13","GA","OK"
39.235093,-76.597189,"245102505002018","24510","24","MD","OK"
36.0283983,-85.2093912,"470359703021036","47035","47","TN","OK"
29.5057464,-98.7227368,"480291817281000","48029","48","TX","OK"
41.933025,-88.027951,"170438403042013","17043","17","IL","OK"
35.8423654,-80.095049,"370570611002008","37057","37","NC","OK"
33.2888577,-97.2841802,"481210202021043","48121","48","TX","OK"
29.6436685,-95.3879368,"482013341002214","48201","48","TX","OK"
38.8013558,-112.4374387,"490279743002650","49027","49","UT","OK"
37.332695,-89.54709,"290318812005007","29031","29","MO","OK"
41.596876,-83.447777,"391730209003030","39173","39","OH","OK"
34.193925,-118.472571,"060371277111002","06037","06","CA","OK"
33.864377,-84.771162,"132231205031001","13223","13","GA","OK"
29.877363,-95.6662963,"482015413002005","48201","48","TX","OK"
33.9490954,-118.3481873,"060376011001001","06037","06","CA","OK"
34.1794038,-118.4348875,"060371286011000","06037","06","CA","OK"
33.7667077,-116.944516,"060650435122014","06065","06","CA","OK"
41.5746658,-83.7866377,"390950090003016","39095","39","OH","OK"
25.8673039,-80.2644942,"120860006042005","12086","12","FL","OK"
39.304308,-76.59451,"245100808002001","24510","24","MD","OK"
44.024219,-92.446482,"271090002002002","27109","27","MN","OK"
36.1613175,-95.9045568,"401430016005034","40143","40","OK","OK"
48.1143393,-117.7737164,"530659511002071","53065","53","WA","OK"
33.476258,-86.8972579,"010730038022027","01073","01","AL","OK"
33.9536836,-117.5871299,"060650406111005","06065","06","CA","OK"
40.7182663,-105.4263061,"080690024022024","08069","08","CO","OK"
28.4442382,-82.5729615,"120530414023000","12053","12","FL","OK"
38.122914,-122.248277,"060952514002004","06095","06","CA","OK"
44.9022146,-123.0420109,"410470021011015","41047","41","OR","OK"
44.9606517,-123.0314382,"410470003003001","41047","41","OR","OK"
38.2451654,-85.8171201,"211110011003017","21111","21","KY","OK"
44.5151192,-68.3247821,"230099667002011","23009","23","ME","OK"
44.9628054,-93.0737576,"271230330001000","27123","27","MN","OK"
44.9629998,-93.0736053,"271230315001014","27123","27","MN","OK"
44.8855097,-123.0311137,"410470020001008","41047","41","OR","OK"
38.8802616,-122.6130049,"060330012002054","06033","06","CA","OK"
32.5650429,-93.7680412,"220170248001459","22017","22","LA","OK"
32.5650429,-93.7680412,"220170248001459","22017","22","LA","OK"
40.8544837,-73.9100857,"360050243002000","36005","36","NY","OK"
33.0026243,-96.9718355,"481210217382017","48121","48","TX","OK"
31.8644824,-106.4399373,"481410004041009","48141","48","TX","OK"
30.3999386,-94.1783105,"481990309001012","48199","48","TX","OK"
36.7310425,-83.0888057,"511059505002054","51105","51","VA","OK"
47.1931038,-122.2402471,"530530733023002","53053","53","WA","OK"
34.7485581,-82.0423873,"450830236001023","45083","45","SC","OK"
32.8983899,-97.2573015,"484391138121008","48439","48","TX","OK"
26.3440169,-98.5087274,"482150242012105","48215","48","TX","OK"
26.3428026,-98.5002052,"482150242012058","48215","48","TX","OK"
36.3416901,-119.421163,"061070009003052","06107","06","CA","OK"
36.3416901,-119.421163,"061070009003052","06107","06","CA","OK"
34.8419312,-89.0510893,"280099501003028","28009","28","MS","OK"
41.5498502,-112.1106735,"490039604003099","49003","49","UT","OK"
33.6402417,-112.091479,"040131036041000","04013","04","AZ","OK"
40.8120385,-73.8867935,"360050093005001","36005","36","NY","OK"
33.4803419,-112.2119121,"040131097013017","04013","04","AZ","OK"
41.7456429,-87.6027935,"170314401024002","17031","17","IL","OK"
29.9687124,-90.0983511,"220710064002008","22071","22","LA","OK"
42.0968769,-75.9184365,"360070014001002","36007","36","NY","OK"
32.1312052,-81.3028274,"130510108011045","13051","13","GA","OK"
36.1308667,-115.1179125,"320030018031012","32003","32","NV","OK"
34.8422362,-83.0670029,"450730301001066","45073","45","SC","OK"
32.649013,-97.269916,"484391111023014","48439","48","TX","OK"
30.7427407,-98.4447448,"482999706001097","48299","48","TX","OK"
35.3797898,-118.9817877,"060290013005000","06029","06","CA","OK"
40.9248971,-73.0472186,"361031582021030","36103","36","NY","OK"
32.6983163,-117.1473404,"060730050001047","06073","06","CA","OK"
31.860148,-102.471163,"481350027006001","48135","48","TX","OK"
42.2586259,-89.1233532,"172010022001038","17201","17","IL","OK"
39.1720385,-94.6123714,"291650300021041","29165","29","MO","OK"
29.6417146,-95.4009419,"482013341002214","48201","48","TX","OK"
46.5703783,-123.2976153,"530419715005052","53041","53","WA","OK"
38.933452,-76.980878,"110010093011005","11001","11","DC","OK"
26.2624923,-80.1308274,"120110303021002","12011","12","FL","OK"
42.3922741,-85.2797694,"260250025001002","26025","26","MI","OK"
36.119801,-115.143007,"320030024062001","32003","32","NV","OK"
34.0152853,-81.0215286,"450790010001013","45079","45","SC","OK"
40.6919382,-111.950075,"490351133063008","49035","49","UT","OK"
38.5002318,-77.5648284,"511790102023021","51179","51","VA","OK"
46.9271111,-123.0575814,"530670118101096","53067","53","WA","OK"
34.8643967,-87.7002588,"010770111021010","01077","01","AL","OK"
27.2607309,-80.3354667,"121113820062009","12111","12","FL","OK"
32.7151394,-100.9018313,"484159506005003","48415","48","TX","OK"
37.5497431,-122.008802,"060014426022008","06001","06","CA","OK"
29.73133,-95.6136439,"482014520001011","48201","48","TX","OK"
30.4801041,-97.8370129,"484910203262017","48491","48","TX","OK"
32.1037249,-87.9647898,"010919733003013","01091","01","AL","OK"
27.828152,-82.6378749,"121030244083021","12103","12","FL","OK"
43.5544796,-85.6428435,"261239707003000","26123","26","MI","OK"
36.0072088,-115.1140879,"320030053491015","32003","32","NV","OK"
41.5091752,-75.8445589,"421314005004029","42131","42","PA","OK"
33.1243818,-95.2274491,"481599501002008","48159","48","TX","OK"
41.8705792,-87.8557495,"170318177001004","17031","17","IL","OK"
41.7726346,-87.6207495,"170316904004000","17031","17","IL","OK"
38.4405074,-83.6714561,"210699201001033","21069","21","KY","OK"
34.7178726,-118.1477818,"060379008042006","06037","06","CA","OK"
39.7464383,-105.0590816,"080590114011002","08059","08","CO","OK"
34.066285,-80.980866,"450790108032012","45079","45","SC","OK"
29.8270114,-94.845388,"480717101001056","48071","48","TX","OK"
43.0848166,-89.3629571,"550250019004017","55025","55","WI","OK"
33.819857,-116.545871,"060650446061075","06065","06","CA","OK"
33.921701,-118.2390028,"060375406001006","06037","06","CA","OK"
39.7455425,-105.0068651,"080310019021022","08031","08","CO","OK"
40.7457289,-74.1831315,"340130010001004","34013","34","NJ","OK"
36.5380067,-87.275597,"471251018041018","47125","47","TN","OK"
42.481366,-83.2376289,"261251615001018","26125","26","MI","OK"
35.5419866,-97.9810845,"400173002023267","40017","40","OK","OK"
39.9637822,-75.2424102,"421010096002002","42101","42","PA","OK"
32.8439684,-96.5818825,"481130181321011","48113","48","TX","OK"
41.2565927,-111.9778921,"490572003002026","49057","49","UT","OK"
34.5728824,-118.0450766,"060379107111000","06037","06","CA","OK"
41.3404666,-84.9456343,"180330208001009","18033","18","IN","OK"
38.7108595,-90.2530285,"295101073002002","29510","29","MO","OK"
39.9622507,-75.2427284,"421010083011000","42101","42","PA","OK"
35.9645389,-119.2913969,"061070042002062","06107","06","CA","OK"
31.1935133,-81.4769405,"131270005032016","13127","13","GA","OK"
31.1935133,-81.4769405,"131270005032016","13127","13","GA","OK"
31.1935133,-81.4769405,"131270005032016","13127","13","GA","OK"
33.9060811,-118.1948296,"060375421032001","06037","06","CA","OK"
39.99622,-75.1062179,"421010188004002","42101","42","PA","OK"
34.1375926,-117.3418692,"060710041031010","06071","06","CA","OK"
34.2203052,-84.8164309,"130159604012019","13015","13","GA","OK"
41.7935489,-87.5804185,"170314110001001","17031","17","IL","OK"
42.368456,-71.5297939,"250173216001013","25017","25","MA","OK"
32.271965,-110.9780579,"040190026041004","04019","04","AZ","OK"
33.2085111,-117.3591832,"060730185093000","06073","06","CA","OK"
34.8223396,-82.5504521,"450770109021000","45077","45","SC","OK"
33.9616916,-86.0410169,"010550104012012","01055","01","AL","OK"
36.2111227,-119.6907141,"060310012001062","06031","06","CA","OK"
42.5131344,-92.3454489,"190130005002003","19013","19","IA","OK"
41.116101,-74.581929,"340373729001009","34037","34","NJ","OK"
34.8518684,-82.3976826,"450450002001012","45045","45","SC","OK"
39.686749,-104.789699,"080050827001009","08005","08","CO","OK"
40.6975081,-74.1983912,"340130048021022","34013","34","NJ","OK"
39.1499202,-84.4830833,"390610066001001","39061","39","OH","OK"
34.9071816,-84.3320603,"131110502005000","13111","13","GA","OK"
42.4293629,-83.247429,"261635410003019","26163","26","MI","OK"
30.450163,-87.820997,"010030111021008","01003","01","AL","OK"
32.7614956,-117.2504593,"060730076004032","06073","06","CA","OK"
33.719406,-84.189913,"130890232141000","13089","13","GA","OK"
39.980287,-76.7500628,"421330014002000","42133","42","PA","OK"
42.9755066,-87.9110839,"550790185002007","55079","55","WI","OK"
25.8459665,-80.2458121,"120860009025019","12086","12","FL","OK"
35.2391149,-77.5757601,"371070113004003","37107","37","NC","OK"
40.86579,-73.9864649,"340030280015003","34003","34","NJ","OK"
33.7973698,-85.1923109,"131430103022031","13143","13","GA","OK"
37.8229361,-122.3702611,"060750179021041","06075","06","CA","OK"
25.751496,-80.366863,"120860089064004","12086","12","FL","OK"
40.524637,-83.133193,"391010104002027","39101","39","OH","OK"
33.9235944,-84.3405389,"130890212151021","13089","13","GA","OK"
35.559401,-100.971996,"481799504006018","48179","48","TX","OK"
43.0013586,-88.0234228,"550791013003000","55079","55","WI","OK"
41.5281054,-81.5789115,"390351513002000","39035","39","OH","OK"
41.5281054,-81.5789115,"390351513002000","39035","39","OH","OK"
36.1487924,-95.9537381,"401430021001020","40143","40","OK","OK"
34.1362989,-117.2577351,"060710062042005","06071","06","CA","OK"
35.0563862,-79.0545745,"370510033143000","37051","37","NC","OK"
39.955981,-82.894207,"390490092202011","39049","39","OH","OK"
33.7593756,-118.0788924,"060590995041001","06059","06","CA","OK"
34.208464,-118.4517294,"060371272101009","06037","06","CA","OK"
39.6235512,-105.1077313,"080590120542002","08059","08","CO","OK"
41.905418,-88.450978,"170898524023007","17089","17","IL","OK"
41.905418,-88.450978,"170898524023007","17089","17","IL","OK"
41.233616,-81.846983,"391034162001008","39103","39","OH","OK"
31.7898,-111.5868,"040190043163038","04019","04","AZ","OK"
32.8071198,-116.9106121,"060730164021040","06073","06","CA","OK"
30.2685395,-91.909715,"220990205012030","22099","22","LA","OK"
30.26867,-91.9095557,"220990205012013","22099","22","LA","OK"
36.02252,-83.392272,"470890707001062","47089","47","TN","OK"
33.2821884,-86.3620765,"011210113005041","01121","01","AL","OK"
43.6172931,-116.3698638,"160010103211012","16001","16","ID","OK"
35.444169,-97.387738,"401091076061015","40109","40","OK","OK"
29.7811217,-95.32017,"482012113005041","48201","48","TX","OK"
38.8356436,-104.7903071,"080410021011046","08041","08","CO","OK"
30.439275,-85.524235,"121339703011210","12133","12","FL","OK"
27.322092,-80.337295,"121113815031038","12111","12","FL","OK"
34.1207144,-84.0092438,"131350501032007","13135","13","GA","OK"
21.485156,-158.0449377,"150030095031033","15003","15","HI","OK"
41.9798789,-91.708136,"191130011012012","19113","19","IA","OK"
37.954698,-87.64854,"181630104035012","18163","18","IN","OK"
43.1427815,-86.2738354,"261210025005009","26121","26","MI","OK"
34.4129334,-82.6242272,"450070118001041","45007","45","SC","OK"
38.8966095,-79.967997,"540839659001086","54083","54","WV","OK"
34.103591,-118.3332035,"060371902022000","06037","06","CA","OK"
34.7042981,-118.1481117,"060379008031025","06037","06","CA","OK"
33.5430403,-84.3361643,"130630406092014","13063","13","GA","OK"
39.0124992,-94.7679115,"200910523031012","20091","20","KS","OK"
40.2631562,-94.1930025,"290819502002101","29081","29","MO","OK"
32.752298,-96.6600426,"481130120001003","48113","48","TX","OK"
29.9179082,-95.4155429,"482015337011015","48201","48","TX","OK"
38.4128578,-81.9986247,"540790206032017","54079","54","WV","OK"
37.4733413,-85.6726681,"211239602002062","21123","21","KY","OK"
36.0760672,-79.7569755,"370810127072022","37081","37","NC","OK"
34.1788056,-117.3164959,"060710045101005","06071","06","CA","OK"
38.5474658,-121.3923892,"060670052042004","06067","06","CA","OK"
36.1817489,-119.0011623,"061070025002088","06107","06","CA","OK"
40.70325,-73.908432,"360810547001002","36081","36","NY","OK"
33.9172098,-117.226264,"060650425091000","06065","06","CA","OK"
47.126476,-122.542546,"530530720003022","53053","53","WA","OK"
31.2572924,-85.4333364,"010690402023012","01069","01","AL","OK"
33.9588249,-117.0126613,"060650438102008","06065","06","CA","OK"
39.8262356,-86.064865,"180973309003012","18097","18","IN","OK"
27.7134518,-97.3668333,"483550026022006","48355","48","TX","OK"
37.477401,-77.538561,"510411002093018","51041","51","VA","OK"
47.5668564,-121.8879955,"530330326011033","53033","53","WA","OK"
34.0120649,-118.3549972,"060372364003000","06037","06","CA","OK"
34.0899417,-117.2692988,"060710072002008","06071","06","CA","OK"
37.9561461,-121.317129,"060770009002015","06077","06","CA","OK"
30.3230833,-81.4939372,"120310143283009","12031","12","FL","OK"
44.7578637,-85.6055303,"260555512002008","26055","26","MI","OK"
35.4877479,-97.4767237,"401091013003002","40109","40","OK","OK"
39.9633285,-75.2323864,"421010094001007","42101","42","PA","OK"
32.3282105,-99.8959276,"484410135004002","48441","48","TX","OK"
32.2339353,-110.9294733,"040190006002001","04019","04","AZ","OK"
38.7565045,-120.5963688,"060170313023028","06017","06","CA","OK"
35.0777273,-106.5862947,"350010005012003","35001","35","NM","OK"
39.840063,-75.3873816,"420454052002025","42045","42","PA","OK"
26.6935846,-80.1307103,"120990031014003","12099","12","FL","OK"
41.6922,-87.6252718,"170314913001000","17031","17","IL","OK"
32.4350815,-99.7863746,"484410114003019","48441","48","TX","OK"
34.5197573,-90.819222,"051074802003021","05107","05","AR","OK"
40.0006408,-75.1309855,"421010195013006","42101","42","PA","OK"
33.9896383,-81.0413385,"450790028001012","45079","45","SC","OK"
33.9896383,-81.0413385,"450790028001012","45079","45","SC","OK"
32.7053529,-96.8971598,"481130108034010","48113","48","TX","OK"
31.118534,-97.770983,"480270232022070","48027","48","TX","OK"
29.350682,-98.5522831,"480291512002011","48029","48","TX","OK"
33.5082151,-86.7884893,"010730047011008","01073","01","AL","OK"
33.598059,-85.954814,"010150015001040","01015","01","AL","OK"
35.1313643,-118.0050231,"060290055083039","06029","06","CA","OK"
29.5658792,-81.2505122,"120350602052001","12035","12","FL","OK"
26.505351,-81.943295,"120710019061009","12071","12","FL","OK"
41.7940131,-87.6646752,"170316118001015","17031","17","IL","OK"
35.744298,-78.27932,"371010402012028","37101","37","NC","OK"
40.2172274,-80.2017271,"421257451001054","42125","42","PA","OK"
27.9454439,-82.760102,"121030254011013","12103","12","FL","OK"
39.8885206,-88.9779568,"171150029042019","17115","17","IL","OK"
38.999108,-85.750454,"180799604002037","18079","18","IN","OK"
36.499795,-114.759547,"320030059022041","32003","32","NV","OK"
35.2262538,-97.4854024,"400272009002007","40027","40","OK","OK"
34.139413,-114.288593,"040129402001174","04012","04","AZ","OK"
33.5572029,-84.2681734,"130630406171000","13063","13","GA","OK"
41.400218,-92.9269921,"191250303002003","19125","19","IA","OK"
39.0586758,-95.6826466,"201770006001029","20177","20","KS","OK"
44.9392482,-93.1525123,"271230353004004","27123","27","MN","OK"
39.363564,-74.433966,"340010011002017","34001","34","NJ","OK"
39.363564,-74.433966,"340010011002017","34001","34","NJ","OK"
40.0378783,-82.9940007,"390490003102000","39049","39","OH","OK"
36.7863542,-119.7541389,"060190052021033","06019","06","CA","OK"
30.257741,-91.0986561,"220479532002061","22047","22","LA","OK"
30.257741,-91.0986561,"220479532002061","22047","22","LA","OK"
35.5009685,-97.5521382,"401091002004013","40109","40","OK","OK"
40.2521185,-76.8607218,"420430214001067","42043","42","PA","OK"
27.4253849,-80.3371475,"121113807001000","12111","12","FL","OK"
39.8293383,-121.6011776,"060070017032006","06007","06","CA","OK"
39.659884,-75.7996126,"240150306022021","24015","24","MD","OK"
40.6475641,-111.9393196,"490351135134001","49035","49","UT","OK"
38.7361927,-104.7288959,"080410045063009","08041","08","CO","OK"
32.8422905,-83.6595315,"130210102002005","13021","13","GA","OK"
35.4498495,-97.4879758,"401091053002035","40109","40","OK","OK"
40.4722833,-78.2818324,"420130109001027","42013","42","PA","OK"
30.0125057,-95.457972,"482015531003016","48201","48","TX","OK"
30.0125057,-95.457972,"482015531003016","48201","48","TX","OK"
33.3480709,-93.2098588,"050279502001019","05027","05","AR","OK"
39.644032,-78.7568129,"240010006002018","24001","24","MD","OK"
38.597118,-90.270187,"295101152001013","29510","29","MO","OK"
47.2287677,-122.4377276,"530530619001028","53053","53","WA","OK"
38.4151707,-82.3842973,"540110001012017","54011","54","WV","OK"
33.9749691,-118.0750244,"060375022003006","06037","06","CA","OK"
39.286562,-76.7115537,"240054006001001","24005","24","MD","OK"
39.8225351,-75.0422606,"340076082021024","34007","34","NJ","OK"
33.1651768,-101.8030795,"483059505002085","48305","48","TX","OK"
37.9559058,-122.5477081,"060411191002003","06041","06","CA","OK"
37.9413087,-97.3018204,"200790306001112","20079","20","KS","OK"
34.4956673,-89.1202043,"281459502003033","28145","28","MS","OK"
34.1525253,-118.145985,"060374619011006","06037","06","CA","OK"
34.1525253,-118.145985,"060374619011006","06037","06","CA","OK"
38.2683416,-104.6325932,"081010015001000","08101","08","CO","OK"
30.33209,-89.765343,"221030407043046","22103","22","LA","OK"
39.66405,-77.1726479,"240135010023058","24013","24","MD","OK"
38.114247,-78.459267,"510030103003017","51003","51","VA","OK"
38.114247,-78.459267,"510030103003017","51003","51","VA","OK"
37.7531364,-122.1529491,"060014101002000","06001","06","CA","OK"
37.8858871,-122.051986,"060133390011025","06013","06","CA","OK"
40.3162909,-76.8981033,"420430218002036","42043","42","PA","OK"
35.2178779,-89.9950729,"471570101101012","47157","47","TN","OK"
33.9354568,-117.2262746,"060650425191003","06065","06","CA","OK"
39.435483,-104.716857,"080350139092002","08035","08","CO","OK"
33.8011692,-84.2057151,"130890219081010","13089","13","GA","OK"
39.460797,-77.978668,"540039716003036","54003","54","WV","OK"
33.3178084,-88.0473544,"011070501003031","01107","01","AL","OK"
33.3178084,-88.0473544,"011070501003031","01107","01","AL","OK"
32.491719,-92.0969,"220730109003001","22073","22","LA","OK"
42.239277,-83.3080162,"261635837004006","26163","26","MI","OK"
39.9598008,-76.6837779,"421330102102028","42133","42","PA","OK"
40.2783456,-76.5708563,"420750040001039","42075","42","PA","OK"
38.1988852,-84.8448516,"210730706002013","21073","21","KY","OK"
29.8594026,-95.7305163,"482015422001000","48201","48","TX","OK"
30.8800862,-96.586711,"483959605001130","48395","48","TX","OK"
45.8216169,-119.2679043,"410599512006040","41059","41","OR","OK"
32.3613342,-95.3070175,"484230002021039","48423","48","TX","OK"
35.350558,-119.0114107,"060290026001002","06029","06","CA","OK"
37.7571758,-122.4167485,"060750208004000","06075","06","CA","OK"
37.7571758,-122.4167485,"060750208004000","06075","06","CA","OK"
38.307688,-104.615865,"081010005001009","08101","08","CO","OK"
40.142805,-88.2508164,"170190008002038","17019","17","IL","OK"
44.1659029,-94.0065737,"270131707001002","27013","27","MN","OK"
41.2930875,-95.9754491,"310550059011028","31055","31","NE","OK"
36.7395125,-108.201021,"350450003024008","35045","35","NM","OK"
27.3666409,-98.1222828,"482499507001005","48249","48","TX","OK"
46.2508616,-91.8000693,"550310303003347","55031","55","WI","OK"
29.407916,-81.1189141,"121270801001018","12127","12","FL","OK"
32.7203928,-96.865731,"481130108041014","48113","48","TX","OK"
38.7113175,-121.2637982,"060670081242009","06067","06","CA","OK"
39.032636,-94.5734728,"290950074001018","29095","29","MO","OK"
36.0286212,-79.839131,"370810126091022","37081","37","NC","OK"
40.63211,-74.0070241,"360470118001004","36047","36","NY","OK"
26.49538,-81.849352,"120710501052021","12071","12","FL","OK"
25.7149214,-80.3826625,"120860086023011","12086","12","FL","OK"
25.7149214,-80.3826625,"120860086023011","12086","12","FL","OK"
38.8952746,-89.9335288,"171194028032000","17119","17","IL","OK"
42.3270682,-83.2728342,"261635721002021","26163","26","MI","OK"
42.3270682,-83.2728342,"261635721002021","26163","26","MI","OK"
42.3270682,-83.2728342,"261635721002021","26163","26","MI","OK"
40.1234663,-79.5535447,"421298065002009","42129","42","PA","OK"
39.9903659,-75.16263,"421010167012009","42101","42","PA","OK"
32.544954,-94.354532,"482030205012010","48203","48","TX","OK"
34.3580769,-86.2945567,"010950307021031","01095","01","AL","OK"
32.6006126,-86.4672563,"010010209004024","01001","01","AL","OK"
33.4948819,-112.1689492,"040131094003023","04013","04","AZ","OK"
33.6009955,-112.3827987,"040130610372006","04013","04","AZ","OK"
34.3253933,-119.3867982,"061110012061048","06111","06","CA","OK"
38.929431,-119.9852601,"060170303021006","06017","06","CA","OK"
39.652522,-104.7825763,"080050841002005","08005","08","CO","OK"
43.0878433,-85.2131261,"260670302001025","26067","26","MI","OK"
39.8026218,-75.1623786,"340155011073014","34015","34","NJ","OK"
42.7752704,-83.4251142,"261251271002000","26125","26","MI","OK"
45.7743711,-108.536258,"301110010001013","30111","30","MT","OK"
35.1658443,-80.8723825,"371190031032029","37119","37","NC","OK"
41.1664577,-75.3961019,"420893003012057","42089","42","PA","OK"
33.4465456,-112.1217452,"040131145001008","04013","04","AZ","OK"
41.7588679,-87.5761196,"170314308002016","17031","17","IL","OK"
39.3080471,-84.5713151,"390170109103003","39017","39","OH","OK"
37.8152279,-80.429474,"540259506002010","54025","54","WV","OK"
30.809632,-88.0719249,"010970054001014","01097","01","AL","OK"
33.7106517,-112.2347761,"040136111002021","04013","04","AZ","OK"
26.6324178,-80.055872,"120990052041023","12099","12","FL","OK"
26.1794594,-80.2152174,"120110503101001","12011","12","FL","OK"
28.0582635,-82.4418137,"120570108161001","12057","12","FL","OK"
33.4911942,-81.9458729,"450030207024018","45003","45","SC","OK"
33.4911942,-81.9458729,"450030207024018","45003","45","SC","OK"
40.745093,-111.869863,"490351035003011","49035","49","UT","OK"
39.3666496,-77.208153,"240217519032008","24021","24","MD","OK"
35.984896,-96.7458132,"401190113014042","40119","40","OK","OK"
37.7427845,-81.8765232,"540459564001083","54045","54","WV","OK"
34.737663,-92.310871,"051190013003016","05119","05","AR","OK"
33.7460326,-117.9396708,"060590889033009","06059","06","CA","OK"
32.2604145,-81.227557,"131030303051007","13103","13","GA","OK"
42.0701873,-71.6245499,"250277491003014","25027","25","MA","OK"
42.3112438,-83.3305121,"261635697003009","26163","26","MI","OK"
35.2027438,-89.7278811,"471570210101130","47157","47","TN","OK"
32.5355684,-85.0921069,"010810420021028","01081","01","AL","OK"
32.7131446,-117.058033,"060730030042004","06073","06","CA","OK"
33.0324312,-81.7464407,"130339507003039","13033","13","GA","OK"
33.0324312,-81.7464407,"130339507003039","13033","13","GA","OK"
39.3740268,-77.4130582,"240217510031071","24021","24","MD","OK"
38.373131,-81.405578,"540390113011012","54039","54","WV","OK"
37.339449,-81.220947,"540550018004049","54055","54","WV","OK"
33.5092914,-112.0738245,"040131075001015","04013","04","AZ","OK"
31.3493001,-110.926295,"040239663021014","04023","04","AZ","OK"
34.9642898,-120.4175134,"060830022103001","06083","06","CA","OK"
33.8385438,-117.5505573,"060650479005000","06065","06","CA","OK"
28.0865396,-80.5676958,"120090662002027","12009","12","FL","OK"
31.0475055,-81.6486043,"130390101002170","13039","13","GA","OK"
36.1372215,-90.1578575,"290693608001111","29069","29","MO","OK"
37.478722,-77.515413,"510411002051002","51041","51","VA","OK"
38.611119,-121.439243,"060670063004009","06067","06","CA","OK"
39.9791235,-104.9032696,"080010085411090","08001","08","CO","OK"
40.7508011,-74.22556,"340130117004003","34013","34","NJ","OK"
34.8535676,-82.3884649,"450450001002014","45045","45","SC","OK"
29.7397312,-95.264527,"482012336002004","48201","48","TX","OK"
29.7397312,-95.264527,"482012336002004","48201","48","TX","OK"
32.2274171,-110.7882328,"040190040422007","04019","04","AZ","OK"
38.2484581,-121.3073407,"060670095012000","06067","06","CA","OK"
36.739227,-119.74334,"060190027023006","06019","06","CA","OK"
21.283422,-157.828311,"150030020061004","15003","15","HI","OK"
39.1275303,-94.4983482,"290950155002068","29095","29","MO","OK"
33.3513662,-111.9949589,"040131167072024","04013","04","AZ","OK"
33.4350872,-112.5260588,"040130506102016","04013","04","AZ","OK"
39.7705374,-105.0054235,"080310011013004","08031","08","CO","OK"
28.5529418,-81.3956139,"120950126003028","12095","12","FL","OK"
34.4981396,-84.8797758,"131299708001005","13129","13","GA","OK"
35.434219,-97.4078234,"401091075001026","40109","40","OK","OK"
36.2057227,-119.3529282,"061070022021069","06107","06","CA","OK"
32.7728316,-117.0555864,"060730029041007","06073","06","CA","OK"
44.7795632,-84.755307,"260399601002416","26039","26","MI","OK"
44.1742485,-94.032546,"271034805013005","27103","27","MN","OK"
35.060705,-89.888368,"471570108101000","47157","47","TN","OK"
41.7556724,-111.8221181,"490050006001004","49005","49","UT","OK"
33.6156314,-85.8220979,"010150011001043","01015","01","AL","OK"
37.2791997,-119.7427423,"060390001081012","06039","06","CA","OK"
27.9960098,-82.45112,"120570016003034","12057","12","FL","OK"
33.771705,-84.2546198,"130890231021000","13089","13","GA","OK"
38.8823776,-94.7886522,"200910535022001","20091","20","KS","OK"
36.4097298,-77.6960068,"370839306001039","37083","37","NC","OK"
40.5707673,-79.759428,"421298006002018","42129","42","PA","OK"
30.2462662,-97.3212177,"480219505011084","48021","48","TX","OK"
45.638096,-122.5955226,"530110412051011","53011","53","WA","OK"
38.675812,-90.251805,"295101067001001","29510","29","MO","OK"
38.500605,-77.892655,"510479304001113","51047","51","VA","OK"
47.4809188,-122.2475337,"530330260021006","53033","53","WA","OK"
42.3108601,-88.919727,"170070105001013","17007","17","IL","OK"
42.3051739,-88.9198396,"170070105001013","17007","17","IL","OK"
30.432343,-91.21086,"221210204011010","22121","22","LA","OK"
39.4913469,-76.8852127,"240135041002073","24013","24","MD","OK"
42.6612269,-88.496108,"551270010004015","55127","55","WI","OK"
38.9749965,-105.0391769,"081190101042036","08119","08","CO","OK"
36.724116,-108.171902,"350450001004012","35045","35","NM","OK"
